   119        I -4 m 2       I -4 -2          ITN$I4C000$P2D000 
   120        I -4 c 2       I -4 -2c         ITN$I4C000$P2D006 
   121        I -4 2 m       I -4 2           ITN$I4C000$P2A000 
   122        I -4 2 d       I -4 2bw         ITN$I4C000$P2A609 
   123        P 4/m m m     -P 4 2            PTC$I1A000$P4C000$P2A000
   124        P 4/m c c     -P 4 2c           PTC$I1A000$P4C000$P2A006
   125:1      P 4/n b m:1    P 4 2 -1ab       PTC$I1A660$P4C000$P2A000
   125:2      P 4/n b m:2   -P 4a 2b          PTC$I1A000$P4C600$P2A060
   126:1      P 4/n n c:1    P 4 2 -1n        PTC$I1A666$P4C000$P2A000
   126:2      P 4/n n c:2   -P 4a 2bc         PTC$I1A000$P4C600$P2A066
   127        P 4/m b m     -P 4 2ab          PTC$I1A000$P4C000$P2A660
   128        P 4/m n c     -P 4 2n           PTC$I1A000$P4C000$P2A666
   129:1      P 4/n m m:1    P 4ab 2ab -1ab   PTC$I1A660$P4C660$P2A660
   129:2      P 4/n m m:2   -P 4a 2a          PTC$I1A000$P4C600$P2A600
   130:1      P 4/n c c:1    P 4ab 2n -1ab    PTC$I1A660$P4C660$P2A666
   130:2      P 4/n c c:2   -P 4a 2ac         PTC$I1A000$P4C600$P2A606
   131        P 42/m m c    -P 4c 2           PTC$I1A000$P4C006$P2A000
   132        P 42/m c m    -P 4c 2c          PTC$I1A000$P4C006$P2A006
   133:1      P 42/n b c:1   P 4n 2c -1n      PTC$I1A666$P4C666$P2A006
   133:2      P 42/n b c:2  -P 4ac 2b         PTC$I1A000$P4C606$P2A060
   134:1      P 42/n n m:1   P 4n 2 -1n       PTC$I1A666$P4C666$P2A000
   134:2      P 42/n n m:2  -P 4ac 2bc        PTC$I1A000$P4C606$P2A066
   135        P 42/m b c    -P 4c 2ab         PTC$I1A000$P4C006$P2A660
   136        P 42/m n m    -P 4n 2n          PTC$I1A000$P4C666$P2A666
   137:1      P 42/n m c:1   P 4n 2n -1n      PTC$I1A666$P4C666$P2A666
   137:2      P 42/n m c:2  -P 4ac 2a         PTC$I1A000$P4C606$P2A600
   138:1      P 42/n c m:1   P 4n 2ab -1n     PTC$I1A666$P4C666$P2A660
   138:2      P 42/n c m:2  -P 4ac 2ac        PTC$I1A000$P4C606$P2A606
   139        I 4/m m m     -I 4 2            ITC$I1A000$P4C000$P2A000
   140        I 4/m c m     -I 4 2c           ITC$I1A000$P4C000$P2A006
   141:1      I 41/a m d:1   I 4bw 2bw -1bw   ITC$I1A063$P4C063$P2A063
   141:2      I 41/a m d:2  -I 4bd 2          ITC$I1A000$P4C393$P2A000
   142:1      I 41/a c d:1   I 4bw 2aw -1bw   ITC$I1A063$P4C063$P2A069	 
   142:2      I 41/a c d:2  -I 4bd 2c         ITC$I1A000$P4C393$P2A006
   143        P 3            P 3              PRN$P3C000 
   144        P 31           P 31             PRN$P3C004 
   145        P 32           P 32             PRN$P3C008 
   146:H      R 3:H          R 3              RRN$P3C000 
   147        P -3          -P 3              PRC$I3C000 
   148:H      R -3:H        -R 3              RRC$I3C000 
   149        P 3 1 2        P 3 2            PRN$P3C000$P2G000 
   150        P 3 2 1        P 3 2"           PRN$P3C000$P2F000 
   151        P 31 1 2       P 31 2c (0 0 1)  PRN$P3C004$P2G000 
   152        P 31 2 1       P 31 2"          PRN$P3C004$P2F008 
   153        P 32 1 2       P 32 2c (0 0 -1) PRN$P3C008$P2G000 
   154        P 32 2 1       P 32 2"          PRN$P3C008$P2F004 
   155:H      R 32:H         R 3 2"           RRN$P3C000$P2F000 
   156        P 3 m 1        P 3 -2"          PRN$P3C000$I2F000 
   157        P 3 1 m        P 3 -2           PRN$P3C000$I2G000 
   158        P 3 c 1        P 3 -2"c         PRN$P3C000$I2F006 
   159        P 3 1 c        P 3 -2c          PRN$P3C000$I2G006 
   160:H      R 3 m:H        R 3 -2"          RRN$P3C000$I2F000 
   161:H      R 3 c:H        R 3 -2"c         RRN$P3C000$I2F006 
   162        P -3 1 m      -P 3 2            PRC$I3C000$P2G000 
   163        P -3 1 c      -P 3 2c           PRC$I3C000$P2G006 
   164        P -3 m 1      -P 3 2"           PRC$I3C000$P2F000 
   165        P -3 c 1      -P 3 2"c          PRC$I3C000$P2F006 
   166:H      R -3 m:H      -R 3 2"           RRC$I3C000$P2F000 
   167:H      R -3 c:H      -R 3 2"c          RRC$I3C000$P2F006 
   146:R      R 3:R          P 3*             PRN$P3Q000 
   148:R      R -3:R        -P 3*             PRC$I3Q000 
   155:R      R 32:R         P 3* 2           PRN$P3Q000$P2E000 
   160:R      R 3 m:R        P 3* -2          PRN$P3Q000$I2E000 
   161:R      R 3 c:R        P 3* -2n         PRN$P3Q000$I2E666 
   166:R      R -3 m:R      -P 3* 2           PRC$I3Q000$P2E000 
   167:R      R -3 c:R      -P 3* 2n          PRC$I3Q000$P2E666 
   168        P 6            P 6              PHN$P6C000 
   169        P 61           P 61             PHN$P6C002 
   170        P 65           P 65             PHN$P6C005 
   171        P 62           P 62             PHN$P6C004 
   172        P 64           P 64             PHN$P6C008 
   173        P 63           P 6c             PHN$P6C006 
   174        P -6           P -6             PHN$I6C000 
   175        P 6/m         -P 6              PHC$I1A000$P6C000 
   176        P 63/m        -P 6c             PHC$I1A000$P6C006 
   177        P 6 2 2        P 6 2            PHN$P6C000$P2F000 
   178        P 61 2 2       P 61 2 (0 0 -1)  PHN$P6C002$P2F000 
   179        P 65 2 2       P 65 2 (0 0 1)   PHN$P6C005$P2F000 
   180        P 62 2 2       P 62 2c (0 0 1)  PHN$P6C004$P2F000 
   181        P 64 2 2       P 64 2c (0 0 -1) PHN$P6C008$P2F000 
   182        P 63 2 2       P 6c 2c          PHN$P6C006$P2F000 
   183        P 6 m m        P 6 -2           PHN$P6C000$I2F000 
   184        P 6 c c        P 6 -2c          PHN$P6C000$I2F006 
   185        P 63 c m       P 6c -2          PHN$P6C006$I2F006 
   186        P 63 m c       P 6c -2c         PHN$P6C006$I2F000 
   187        P -6 m 2       P -6 2           PHN$I6C000$P2G000 
   188        P -6 c 2       P -6c 2          PHN$I6C006$P2G000 
   189        P -6 2 m       P -6 -2          PHN$I6C000$P2F000 
   190        P -6 2 c       P -6c -2c        PHN$I6C006$P2F000 
   191        P 6/m m m     -P 6 2            PHC$I1A000$P6C000$P2F000
   192        P 6/m c c     -P 6 2c           PHC$I1A000$P6C000$P2F006
   193        P 63/m c m    -P 6c 2           PHC$I1A000$P6C006$P2F006
   194        P 63/m m c    -P 6c 2c          PHC$I1A000$P6C006$P2F000
   195        P 2 3          P 2 2 3          PCN$P3Q000$P2C000$P2A000
   196        F 2 3          F 2 2 3          FCN$P3Q000$P2C000$P2A000
   197        I 2 3          I 2 2 3          ICN$P3Q000$P2C000$P2A000
   198        P 21 3         P 2ac 2ab 3      PCN$P3Q000$P2C606$P2A660
   199        I 21 3         I 2b 2c 3        ICN$P3Q000$P2C606$P2A660
   200        P m -3        -P 2 2 3          PCC$I3Q000$P2C000$P2A000
   201:1      P n -3:1       P 2 2 3 -1n      PCC$I3Q666$P2C000$P2A000
   201:2      P n -3:2      -P 2ab 2bc 3      PCC$I3Q000$P2C660$P2A066
   202        F m -3        -F 2 2 3          FCC$I3Q000$P2C000$P2A000
   203:1      F d -3:1       F 2 2 3 -1d      FCC$I3Q333$P2C000$P2A000
   203:2      F d -3:2      -F 2uv 2vw 3      FCC$I3Q000$P2C330$P2A033
   204        I m -3        -I 2 2 3          ICC$I3Q000$P2C000$P2A000
   205        P a -3        -P 2ac 2ab 3      PCC$I3Q000$P2C606$P2A660
   206        I a -3        -I 2b 2c 3        ICC$I3Q000$P2C606$P2A660
   207        P 4 3 2        P 4 2 3          PCN$P3Q000$P4C000$P2D000
   208        P 42 3 2       P 4n 2 3         PCN$P3Q000$P4C666$P2D666
   209        F 4 3 2        F 4 2 3          FCN$P3Q000$P4C000$P2D000
   210        F 41 3 2       F 4d 2 3         FCN$P3Q000$P4C993$P2D939
   211        I 4 3 2        I 4 2 3          ICN$P3Q000$P4C000$P2D000
   212        P 43 3 2       P 4acd 2ab 3     PCN$P3Q000$P4C939$P2D399
   213        P 41 3 2       P 4bd 2ab 3      PCN$P3Q000$P4C393$P2D933
   214        I 41 3 2       I 4bd 2c 3       ICN$P3Q000$P4C393$P2D933
   215        P -4 3 m       P -4 2 3         PCN$P3Q000$I4C000$I2D000
   216        F -4 3 m       F -4 2 3         FCN$P3Q000$I4C000$I2D000
   217        I -4 3 m       I -4 2 3         ICN$P3Q000$I4C000$I2D000
   218        P -4 3 n       P -4n 2 3        PCN$P3Q000$I4C666$I2D666
   219        F -4 3 c       F -4c 2 3        FCN$P3Q000$I4C666$I2D666
   220        I -4 3 d       I -4bd 2c 3      ICN$P3Q000$I4C939$I2D399
   221        P m -3 m      -P 4 2 3          PCC$I3Q000$P4C000$P2D000
   222:1      P n -3 n:1     P 4 2 3 -1n      PCC$I3Q666$P4C000$P2D000
   222:2      P n -3 n:2    -P 4a 2bc 3       PCC$I3Q000$P4C600$P2D006
   223        P m -3 n      -P 4n 2 3         PCC$I3Q000$P4C666$P2D666
   224:1      P n -3 m:1     P 4n 2 3 -1n     PCC$I3Q666$P4C666$P2D666
   224:2      P n -3 m:2    -P 4bc 2bc 3      PCC$I3Q000$P4C066$P2D660
   225        F m -3 m      -F 4 2 3          FCC$I3Q000$P4C000$P2D000
   226        F m -3 c      -F 4c 2 3         FCC$I3Q000$P4C666$P2D666
   227:1      F d -3 m:1     F 4d 2 3 -1d     FCC$I3Q333$P4C993$P2D939
   227:2      F d -3 m:2    -F 4vw 2vw 3      FCC$I3Q000$P4C693$P2D936
   228:1      F d -3 c:1     F 4d 2 3 -1cd    FCC$I3Q999$P4C993$P2D939
   228:2      F d -3 c:2    -F 4cvw 2vw 3     FCC$I3Q000$P4C093$P2D930
   229        I m -3 m      -I 4 2 3          ICC$I3Q000$P4C000$P2D000
   230        I a -3 d      -I 4bd 2c 3       ICC$I3Q000$P4C393$P2D933  
